	x_Hip	y_Hip	z_Hip	X_Hip	Y_Hip	Z_Hip	V_Hip	conf_Hip	x_LEye	y_LEye	z_LEye	X_LEye	Y_LEye	Z_LEye	V_LEye	conf_LEye	x_REye	y_REye	z_REye	X_REye	Y_REye	Z_REye	V_REye	conf_REye	x_Head	y_Head	z_Head	X_Head	Y_Head	Z_Head	V_Head	conf_Head	x_Neck	y_Neck	z_Neck	X_Neck	Y_Neck	Z_Neck	V_Neck	conf_Neck	x_LClavicle	y_LClavicle	z_LClavicle	X_LClavicle	Y_LClavicle	Z_LClavicle	V_LClavicle	conf_LClavicle	x_RClavicle	y_RClavicle	z_RClavicle	X_RClavicle	Y_RClavicle	Z_RClavicle	V_RClavicle	conf_RClavicle	x_LShoulder	y_LShoulder	z_LShoulder	X_LShoulder	Y_LShoulder	Z_LShoulder	V_LShoulder	conf_LShoulder	x_RShoulder	y_RShoulder	z_RShoulder	X_RShoulder	Y_RShoulder	Z_RShoulder	V_RShoulder	conf_RShoulder	x_LHand	y_LHand	z_LHand	X_LHand	Y_LHand	Z_LHand	V_LHand	conf_LHand	x_RHand	y_RHand	z_RHand	X_RHand	Y_RHand	Z_RHand	V_RHand	conf_RHand	x_LForearm	y_LForearm	z_LForearm	X_LForearm	Y_LForearm	Z_LForearm	V_LForearm	conf_LForearm	x_RForearm	y_RForearm	z_RForearm	X_RForearm	Y_RForearm	Z_RForearm	V_RForearm	conf_RForearm	x_Chest	y_Chest	z_Chest	X_Chest	Y_Chest	Z_Chest	V_Chest	conf_Chest	x_MiddleSpine	y_MiddleSpine	z_MiddleSpine	X_MiddleSpine	Y_MiddleSpine	Z_MiddleSpine	V_MiddleSpine	conf_MiddleSpine	x_LowerSpine	y_LowerSpine	z_LowerSpine	X_LowerSpine	Y_LowerSpine	Z_LowerSpine	V_LowerSpine	conf_LowerSpine	x_LThigh	y_LThigh	z_LThigh	X_LThigh	Y_LThigh	Z_LThigh	V_LThigh	conf_LThigh	x_RThigh	y_RThigh	z_RThigh	X_RThigh	Y_RThigh	Z_RThigh	V_RThigh	conf_RThigh	x_LShin	y_LShin	z_LShin	X_LShin	Y_LShin	Z_LShin	V_LShin	conf_LShin	x_RShin	y_RShin	z_RShin	X_RShin	Y_RShin	Z_RShin	V_RShin	conf_RShin	x_LFoot	y_LFoot	z_LFoot	X_LFoot	Y_LFoot	Z_LFoot	V_LFoot	conf_LFoot	x_RFoot	y_RFoot	z_RFoot	X_RFoot	Y_RFoot	Z_RFoot	V_RFoot	conf_RFoot	x_LToe	y_LToe	z_LToe	X_LToe	Y_LToe	Z_LToe	V_LToe	conf_LToe	x_RToe	y_RToe	z_RToe	X_RToe	Y_RToe	Z_RToe	V_RToe	conf_RToe	x_LFinger1	y_LFinger1	z_LFinger1	X_LFinger1	Y_LFinger1	Z_LFinger1	V_LFinger1	conf_LFinger1	x_LFinger4	y_LFinger4	z_LFinger4	X_LFinger4	Y_LFinger4	Z_LFinger4	V_LFinger4	conf_LFinger4	x_RFinger1	y_RFinger1	z_RFinger1	X_RFinger1	Y_RFinger1	Z_RFinger1	V_RFinger1	conf_RFinger1	x_RFinger4	y_RFinger4	z_RFinger4	X_RFinger4	Y_RFinger4	Z_RFinger4	V_RFinger4	conf_RFinger4
0	0.2040001	0.2880005	-0.002000612	0.6241691	-0.4077794	0.2147892	0.6308683	1	-0.3379999	0.4040001	0.4679997	-0.3015086	0.6150177	-0.09910265	0.7218202	1	-0.3719999	0.4180001	0.4199996	-0.3015086	0.6150177	-0.09910265	0.7218202	1	-0.2589999	0.453	0.3889997	0.01159968	0.1329004	0.06230047	0.9891015	1	-0.1629999	0.4230001	0.3049996	-0.194002	-0.0484013	-0.01960015	0.9796103	1	-0.1719998	0.3420001	0.2969997	0.008800438	-0.02550202	0.0134007	0.9995462	1	-0.1949998	0.3600001	0.2619997	-0.0001000727	-0.03979954	0.01699929	0.9990631	1	-0.1109997	0.3229999	0.4449996	-0.2599138	-0.5404272	-0.2579121	0.7575386	1	-0.2679998	0.4790003	0.1809999	0.01810048	0.5972997	0.2874985	0.7484986	1	-0.352	0.052	0.512	0.2704965	0.01580002	0.001599764	0.96259	1	-0.3809997	0.04899995	0.07299928	0.4613153	0.2688076	-0.3151107	0.7846247	1	-0.1430001	0.0269999	0.4039999	-0.2352081	-0.6874231	0.2505085	0.639822	1	-0.2740003	0.2470004	-0.0100002	-0.2274946	0.5129862	-0.143996	0.8150807	1	0.0140001	0.3890003	0.1709995	0.009599844	-0.02979937	0.007299878	0.9994832	1	0.0840001	0.3540004	0.1059995	0.007399976	-0.03059978	0.003899951	0.9994968	1	0.148	0.3450004	0.05699944	-0.01440046	-0.03050082	0.0003999359	0.999431	1	0.2290001	0.2790004	0.09599944	-0.220697	0.009599839	-0.02469876	0.9749824	1	0.121	0.3230005	-0.05100051	-0.2807981	-0.1226985	0.001200877	0.9518909	1	0.4880001	0.0449999	-0.1800001	0.4317757	-0.000199657	-0.007799746	0.9019473	1	0.3340001	0.0569999	-0.336	0.4898238	-0.0007998138	-0.01770112	0.8716413	1	0.8610001	0.199	-0.4479999	-0.1853053	0.07400164	0.119903	0.9725271	1	0.7600001	0.182	-0.527	-0.1011967	0.0920966	-0.04929845	0.989367	1	0.8870002	0.1029999	-0.4729999	0.1087046	0.01460027	-0.009600284	0.9939206	1	0.7910001	0.098	-0.577	0.01080147	0.01100028	-0.01030033	0.9998281	1	-0.431	0.086	0.5510001	0.07499961	0.08289956	-0.4803974	0.8698972	1	-0.423	0.02300005	0.557	-0.1187037	-0.1007031	-0.3351104	0.9292305	1	-0.4209997	0.04699949	0.1579993	0.01169994	-0.01299993	0.07529961	0.9970076	1	-0.4589997	0.03299975	0.1099993	-0.01819963	0.01549968	0.05139894	0.998392	1
